Timestamp,CAN_ID,DLC,data1,data2,data3,data4,data5,data6,data7,data8,Label,Datetime,SecondsSinceStart
1749462138.958441,22716455,8,91,211,22,42,23,5,49,136,Normal,2025-06-09T15:12:18.958441,47.702753
1749462139.013144,92338945,8,130,32,213,216,145,91,13,10,Normal,2025-06-09T15:12:19.013144,47.757456
1749462139.060768,326593762,8,158,58,17,182,23,161,49,118,Normal,2025-06-09T15:12:19.060768,47.80508
1749462139.112158,20397389,8,33,125,182,210,187,181,192,193,Normal,2025-06-09T15:12:19.112158,47.85647
1749462139.162307,465771235,8,26,108,39,191,74,146,45,86,Normal,2025-06-09T15:12:19.162307,47.906619
1749462139.203101,24220055,8,155,121,12,20,164,241,77,68,Normal,2025-06-09T15:12:19.203101,47.947413
1749462139.259284,432254703,8,12,85,251,64,138,177,249,133,Normal,2025-06-09T15:12:19.259284,48.003596
1749462139.306906,382021503,8,243,159,6,107,247,125,132,73,Normal,2025-06-09T15:12:19.306906,48.051218
1749462144.895891,93097160,8,48,139,136,109,113,192,113,128,Normal,2025-06-09T15:12:24.895891,53.640203
1749462144.94815,112693906,8,122,150,225,85,254,117,237,149,Normal,2025-06-09T15:12:24.948150,53.692462
1749462145.000801,455513632,8,156,63,37,235,159,205,0,230,Normal,2025-06-09T15:12:25.000801,53.745113
1749462145.042246,165065981,8,227,237,67,139,253,244,31,9,Normal,2025-06-09T15:12:25.042246,53.786558
1749462145.096259,351235051,8,69,183,205,39,251,149,37,104,Normal,2025-06-09T15:12:25.096259,53.840571
1749462145.144777,333488003,8,122,23,53,2,205,71,255,107,Normal,2025-06-09T15:12:25.144777,53.889089
1749462145.201726,530925032,8,8,178,154,88,43,186,183,39,Normal,2025-06-09T15:12:25.201726,53.946038
1749462145.251811,431808436,8,222,216,22,160,177,55,67,108,Normal,2025-06-09T15:12:25.251811,53.996123
1749462145.295495,366432585,8,168,53,63,147,161,30,140,142,Normal,2025-06-09T15:12:25.295495,54.039807
1749462145.350665,81793030,8,90,2,244,149,201,38,18,94,Normal,2025-06-09T15:12:25.350665,54.094977
1749462145.393831,213912679,8,136,184,109,108,38,218,225,154,Normal,2025-06-09T15:12:25.393831,54.138143
1749462145.450568,64551985,8,44,242,3,91,58,20,117,63,Normal,2025-06-09T15:12:25.450568,54.19488
1749462145.501832,387029978,8,157,14,73,131,28,116,21,181,Normal,2025-06-09T15:12:25.501832,54.246144
1749462145.549531,315859065,8,252,167,30,255,15,182,201,24,Normal,2025-06-09T15:12:25.549531,54.293843
1749462145.600835,374596311,8,83,244,22,32,47,107,202,56,Normal,2025-06-09T15:12:25.600835,54.345147
1749462145.644327,109191787,8,39,112,162,50,100,111,138,109,Normal,2025-06-09T15:12:25.644327,54.388639
1749462145.691888,239344470,8,5,246,137,220,88,26,227,0,Normal,2025-06-09T15:12:25.691888,54.4362
1749462145.744011,193076734,8,20,207,109,79,59,88,137,81,Normal,2025-06-09T15:12:25.744011,54.488323
1749462145.791882,266397742,8,57,177,194,120,23,159,84,64,Normal,2025-06-09T15:12:25.791882,54.536194
1749462145.851554,431655976,8,154,41,185,185,56,102,200,211,Normal,2025-06-09T15:12:25.851554,54.595866
1749462145.898954,80858596,8,85,13,243,53,136,180,198,38,Normal,2025-06-09T15:12:25.898954,54.643266
1749462145.950406,80344048,8,1,109,255,75,78,15,175,40,Normal,2025-06-09T15:12:25.950406,54.694718
1749462146.000938,377175322,8,225,210,226,110,79,147,123,164,Normal,2025-06-09T15:12:26.000938,54.74525
1749462146.049226,386852975,8,13,214,9,246,151,41,60,110,Normal,2025-06-09T15:12:26.049226,54.793538
1749462146.09193,494371023,8,239,52,139,189,11,1,37,165,Normal,2025-06-09T15:12:26.091930,54.836242
1749462146.142636,219363141,8,96,207,229,206,77,126,0,192,Normal,2025-06-09T15:12:26.142636,54.886948
1749462146.200272,383584526,8,186,30,122,72,198,125,150,116,Normal,2025-06-09T15:12:26.200272,54.944584
1749462146.247773,158053620,8,86,161,177,158,73,173,33,232,Normal,2025-06-09T15:12:26.247773,54.992085
1749462146.294698,518782739,8,145,175,63,33,123,92,84,93,Normal,2025-06-09T15:12:26.294698,55.03901
1749462146.342733,504601942,8,248,199,135,107,10,93,118,68,Normal,2025-06-09T15:12:26.342733,55.087045
1749462146.390594,89436375,8,126,136,197,1,168,208,220,212,Normal,2025-06-09T15:12:26.390594,55.134906
1749462146.438386,141542479,8,164,138,76,202,156,76,143,241,Normal,2025-06-09T15:12:26.438386,55.182698
1749462146.502066,508855461,8,93,155,181,80,115,131,85,220,Normal,2025-06-09T15:12:26.502066,55.246378
1749462146.549423,59377819,8,85,145,120,179,248,39,18,7,Normal,2025-06-09T15:12:26.549423,55.293735
1749462146.597176,23197293,8,197,156,137,142,68,215,89,26,Normal,2025-06-09T15:12:26.597176,55.341488
1749462146.650865,284550600,8,119,219,41,172,206,37,87,55,Normal,2025-06-09T15:12:26.650865,55.395177
1749462146.700923,66981134,8,144,44,32,79,126,90,11,56,Normal,2025-06-09T15:12:26.700923,55.445235
1749462146.748581,209258745,8,5,136,200,221,48,23,218,80,Normal,2025-06-09T15:12:26.748581,55.492893
1749462146.79358,281503203,8,46,79,241,79,176,185,160,135,Normal,2025-06-09T15:12:26.793580,55.537892
1749462146.852087,449618773,8,205,94,102,84,199,250,130,31,Normal,2025-06-09T15:12:26.852087,55.596399
1749462146.901892,3793813,8,136,7,180,80,116,212,46,89,Normal,2025-06-09T15:12:26.901892,55.646204
1749462146.950363,263340792,8,1,184,234,134,15,136,188,102,Normal,2025-06-09T15:12:26.950363,55.694675
1749462147.001176,368071473,8,112,49,245,230,54,44,119,92,Normal,2025-06-09T15:12:27.001176,55.745488
1749462147.044188,423396299,8,198,196,87,191,247,40,186,205,Normal,2025-06-09T15:12:27.044188,55.7885
1749462147.100963,426121307,8,88,91,8,3,11,205,82,41,Normal,2025-06-09T15:12:27.100963,55.845275
1749462147.147786,64493799,8,131,149,210,110,214,214,192,216,Normal,2025-06-09T15:12:27.147786,55.892098
1749462147.201845,408817981,8,197,163,24,28,167,56,19,92,Normal,2025-06-09T15:12:27.201845,55.946157
1749462147.250326,528183019,8,30,243,242,142,99,30,227,77,Normal,2025-06-09T15:12:27.250326,55.994638
1749462147.297848,372744497,8,161,156,64,44,3,194,7,191,Normal,2025-06-09T15:12:27.297848,56.04216
1749462147.350472,5264673,8,106,148,69,193,50,248,82,122,Normal,2025-06-09T15:12:27.350472,56.094784
1749462147.401227,195752229,8,224,211,231,35,245,168,59,129,Normal,2025-06-09T15:12:27.401227,56.145539
1749462147.440936,203314121,8,46,9,68,130,120,185,149,49,Normal,2025-06-09T15:12:27.440936,56.185248
1749462147.488729,96799262,8,237,156,19,173,2,184,227,49,Normal,2025-06-09T15:12:27.488729,56.233041
1749462147.551898,398913689,8,128,132,128,21,220,37,113,74,Normal,2025-06-09T15:12:27.551898,56.29621
1749462147.599535,482468204,8,38,14,71,111,79,215,207,25,Normal,2025-06-09T15:12:27.599535,56.343847
1749462147.646574,352436799,8,139,243,82,9,69,117,254,37,Normal,2025-06-09T15:12:27.646574,56.390886
1749462147.701057,367881472,8,254,232,137,170,10,132,192,142,Normal,2025-06-09T15:12:27.701057,56.445369
1749462147.749791,325397560,8,159,204,61,150,40,186,176,80,Normal,2025-06-09T15:12:27.749791,56.494103
1749462147.793938,67169636,8,232,78,205,69,117,222,229,200,Normal,2025-06-09T15:12:27.793938,56.53825
1749462147.841389,205516975,8,116,254,37,234,209,138,38,180,Normal,2025-06-09T15:12:27.841389,56.585701
1749462147.900663,76242851,8,225,83,48,193,214,204,200,239,Normal,2025-06-09T15:12:27.900663,56.644975
1749462147.948468,299492913,8,11,160,0,118,49,206,137,184,Normal,2025-06-09T15:12:27.948468,56.69278
1749462148.000532,388327663,8,144,182,251,156,164,27,71,16,Normal,2025-06-09T15:12:28.000532,56.744844
1749462148.044104,480996243,8,114,86,243,66,221,185,46,193,Normal,2025-06-09T15:12:28.044104,56.788416
1749462148.095801,137248857,8,83,185,103,202,178,124,106,165,Normal,2025-06-09T15:12:28.095801,56.840113
1749462148.148475,97347788,8,236,214,124,63,143,157,210,207,Normal,2025-06-09T15:12:28.148475,56.892787
1749462148.188532,10486039,8,7,242,165,164,49,245,70,192,Normal,2025-06-09T15:12:28.188532,56.932844
1749462148.251935,249766844,8,36,162,144,29,146,206,145,162,Normal,2025-06-09T15:12:28.251935,56.996247
1749462148.2982,281797214,8,191,14,36,11,101,15,126,85,Normal,2025-06-09T15:12:28.298200,57.042512
1749462148.350119,222636223,8,14,13,35,179,33,180,168,179,Normal,2025-06-09T15:12:28.350119,57.094431
1749462148.393448,325635010,8,209,29,87,207,247,255,30,140,Normal,2025-06-09T15:12:28.393448,57.13776
1749462148.450414,65509319,8,116,137,51,38,113,229,214,93,Normal,2025-06-09T15:12:28.450414,57.194726
1749462148.501007,529679880,8,230,54,2,189,184,166,218,200,Normal,2025-06-09T15:12:28.501007,57.245319
1749462148.543396,57468962,8,8,38,241,152,198,210,100,52,Normal,2025-06-09T15:12:28.543396,57.287708
1749462148.600174,106590814,8,99,232,71,220,109,106,63,165,Normal,2025-06-09T15:12:28.600174,57.344486
1749462148.650294,525905590,8,207,197,122,69,154,116,160,102,Normal,2025-06-09T15:12:28.650294,57.394606
1749462148.695872,451559483,8,144,43,88,95,150,100,54,36,Normal,2025-06-09T15:12:28.695872,57.440184
1749462148.750737,536349754,8,236,222,172,7,102,221,213,158,Normal,2025-06-09T15:12:28.750737,57.495049
1749462148.792198,100534611,8,139,100,105,186,169,233,160,112,Normal,2025-06-09T15:12:28.792198,57.53651
1749462148.838261,404075510,8,188,116,162,64,123,253,194,55,Normal,2025-06-09T15:12:28.838261,57.582573
1749462148.894005,514767640,8,251,127,146,161,14,155,208,85,Normal,2025-06-09T15:12:28.894005,57.638317
1749462148.95166,222921850,8,128,119,181,113,43,135,246,237,Normal,2025-06-09T15:12:28.951660,57.695972
1749462148.9976,228924638,8,233,229,42,146,20,180,44,114,Normal,2025-06-09T15:12:28.997600,57.741912
1749462149.051492,284811418,8,131,68,74,88,117,188,230,9,Normal,2025-06-09T15:12:29.051492,57.795804
1749462149.101226,333220278,8,254,228,77,43,251,180,238,102,Normal,2025-06-09T15:12:29.101226,57.845538
1749462149.14105,149697088,8,175,173,48,64,174,91,195,68,Normal,2025-06-09T15:12:29.141050,57.885362
1749462149.20105,213925264,8,153,32,15,215,111,116,48,48,Normal,2025-06-09T15:12:29.201050,57.945362
1749462149.251699,104782794,8,110,185,37,42,237,60,63,181,Normal,2025-06-09T15:12:29.251699,57.996011
1749462149.299928,81902553,8,6,227,246,165,117,125,177,14,Normal,2025-06-09T15:12:29.299928,58.04424
1749462149.351171,215912342,8,239,64,226,5,192,167,168,124,Normal,2025-06-09T15:12:29.351171,58.095483
1749462149.394392,140833688,8,50,106,108,248,213,110,220,181,Normal,2025-06-09T15:12:29.394392,58.138704
1749462149.441729,34689876,8,42,95,77,137,79,124,57,98,Normal,2025-06-09T15:12:29.441729,58.186041
1749462149.497345,210464235,8,230,27,211,178,168,202,143,174,Normal,2025-06-09T15:12:29.497345,58.241657
1749462149.537041,464231852,8,238,60,74,240,152,217,203,184,Normal,2025-06-09T15:12:29.537041,58.281353
1749462149.60129,263651704,8,197,158,192,186,201,24,155,221,Normal,2025-06-09T15:12:29.601290,58.345602
1749462149.648729,51590908,8,241,36,174,19,181,3,197,185,Normal,2025-06-09T15:12:29.648729,58.393041
1749462149.696154,325656087,8,234,123,135,169,79,228,156,155,Normal,2025-06-09T15:12:29.696154,58.440466
1749462149.750311,33421693,8,184,68,61,87,201,120,54,208,Normal,2025-06-09T15:12:29.750311,58.494623
1749462149.791855,368726153,8,254,92,142,40,247,216,243,50,Normal,2025-06-09T15:12:29.791855,58.536167
1749462149.850668,443505861,8,148,162,144,34,77,211,107,135,Normal,2025-06-09T15:12:29.850668,58.59498
1749462149.898889,181179547,8,154,197,3,165,55,214,155,230,Normal,2025-06-09T15:12:29.898889,58.643201
1749462149.949714,505469299,8,192,83,93,198,230,237,96,120,Normal,2025-06-09T15:12:29.949714,58.694026
1749462149.999476,269032696,8,29,161,224,136,101,125,77,0,Normal,2025-06-09T15:12:29.999476,58.743788
1749462150.046246,403133835,8,23,201,61,50,70,227,48,60,Normal,2025-06-09T15:12:30.046246,58.790558
1749462150.101955,298790551,8,197,132,45,11,187,65,82,107,Normal,2025-06-09T15:12:30.101955,58.846267
1749462150.147623,337007133,8,87,137,232,24,170,59,251,16,Normal,2025-06-09T15:12:30.147623,58.891935
1749462150.195861,420664462,8,111,30,30,200,110,184,202,38,Normal,2025-06-09T15:12:30.195861,58.940173
1749462150.25104,316934974,8,11,53,132,74,18,116,243,7,Normal,2025-06-09T15:12:30.251040,58.995352
1749462150.300854,70096214,8,48,31,195,51,122,146,247,12,Normal,2025-06-09T15:12:30.300854,59.045166
1749462150.350268,145815284,8,182,160,12,66,51,106,223,21,Normal,2025-06-09T15:12:30.350268,59.09458
1749462150.39348,66644432,8,75,208,87,38,238,14,50,229,Normal,2025-06-09T15:12:30.393480,59.137792
1749462150.441481,186545788,8,52,172,200,184,128,162,126,240,Normal,2025-06-09T15:12:30.441481,59.185793
1749462150.501758,257174333,8,220,89,180,131,153,29,112,77,Normal,2025-06-09T15:12:30.501758,59.24607
1749462150.537757,185772360,8,240,92,139,169,25,183,224,151,Normal,2025-06-09T15:12:30.537757,59.282069
1749462150.602024,260680927,8,162,186,24,252,226,211,40,158,Normal,2025-06-09T15:12:30.602024,59.346336
1749462150.650347,31949448,8,172,34,129,33,131,139,11,99,Normal,2025-06-09T15:12:30.650347,59.394659
1749462150.696081,29670982,8,97,112,223,118,186,75,114,195,Normal,2025-06-09T15:12:30.696081,59.440393
1749462150.751677,224449096,8,48,119,0,249,92,40,100,243,Normal,2025-06-09T15:12:30.751677,59.495989
1749462150.802158,496880379,8,199,70,125,232,237,55,121,12,Normal,2025-06-09T15:12:30.802158,59.54647
1749462150.851929,494153683,8,250,75,93,158,158,166,126,155,Normal,2025-06-09T15:12:30.851929,59.596241
1749462150.901185,259161547,8,164,67,31,229,148,59,146,161,Normal,2025-06-09T15:12:30.901185,59.645497
1749462150.948859,175414751,8,132,6,130,246,165,166,153,85,Normal,2025-06-09T15:12:30.948859,59.693171
1749462150.996837,413456518,8,27,196,152,201,141,124,185,89,Normal,2025-06-09T15:12:30.996837,59.741149
1749462151.052133,298183692,8,225,81,175,236,174,11,101,224,Normal,2025-06-09T15:12:31.052133,59.796445
1749462151.09798,345688813,8,201,229,95,150,143,240,154,10,Normal,2025-06-09T15:12:31.097980,59.842292
1749462151.139618,409677329,8,203,201,18,63,29,113,246,69,Normal,2025-06-09T15:12:31.139618,59.88393
1749462151.193031,519597413,8,85,179,154,217,212,149,28,201,Normal,2025-06-09T15:12:31.193031,59.937343
1749462151.251127,123466485,8,182,238,213,221,169,136,237,189,Normal,2025-06-09T15:12:31.251127,59.995439
1749462151.298529,246470907,8,2,113,107,196,69,6,58,137,Normal,2025-06-09T15:12:31.298529,60.042841
1749462151.346649,419850569,8,0,173,193,21,162,78,100,197,Normal,2025-06-09T15:12:31.346649,60.090961
1749462151.396397,228527234,8,95,158,159,114,208,166,242,17,Normal,2025-06-09T15:12:31.396397,60.140709
1749462151.450213,448993675,8,112,152,243,132,200,32,133,143,Normal,2025-06-09T15:12:31.450213,60.194525
1749462151.49307,457907296,8,222,223,69,5,198,253,227,57,Normal,2025-06-09T15:12:31.493070,60.237382
1749462151.536819,36768580,8,144,181,107,56,15,124,75,250,Normal,2025-06-09T15:12:31.536819,60.281131
1749462151.601357,58601396,8,134,73,48,39,170,166,189,38,Normal,2025-06-09T15:12:31.601357,60.345669
1749462151.647566,51410570,8,122,72,111,171,231,175,84,19,Normal,2025-06-09T15:12:31.647566,60.391878
1749462151.695706,164805062,8,144,241,188,120,89,170,137,253,Normal,2025-06-09T15:12:31.695706,60.440018
1749462151.749525,365904105,8,109,52,174,37,12,83,96,153,Normal,2025-06-09T15:12:31.749525,60.493837
1749462151.801671,443151814,8,57,125,227,29,5,35,154,108,Normal,2025-06-09T15:12:31.801671,60.545983
1749462151.846978,256198295,8,9,216,69,56,16,219,185,244,Normal,2025-06-09T15:12:31.846978,60.59129
1749462151.900928,373332854,8,69,51,232,116,184,74,146,201,Normal,2025-06-09T15:12:31.900928,60.64524
1749462151.950986,83722536,8,162,19,141,19,50,204,230,8,Normal,2025-06-09T15:12:31.950986,60.695298
1749462151.998048,154489992,8,5,73,243,141,152,9,46,96,Normal,2025-06-09T15:12:31.998048,60.74236
1749462152.04554,283407166,8,188,195,178,132,205,14,69,111,Normal,2025-06-09T15:12:32.045540,60.789852
1749462152.100877,214095526,8,45,160,208,225,8,126,64,169,Normal,2025-06-09T15:12:32.100877,60.845189
1749462152.146893,495036767,8,172,60,81,172,165,58,32,87,Normal,2025-06-09T15:12:32.146893,60.891205
1749462152.195648,21534893,8,247,82,152,67,238,15,7,43,Normal,2025-06-09T15:12:32.195648,60.93996
1749462152.24282,365221766,8,65,10,145,58,244,80,187,49,Normal,2025-06-09T15:12:32.242820,60.987132
1749462152.300039,294389370,8,89,168,106,159,85,56,205,16,Normal,2025-06-09T15:12:32.300039,61.044351
1749462152.347507,506373662,8,94,29,187,55,141,122,56,187,Normal,2025-06-09T15:12:32.347507,61.091819
1749462152.394903,440604172,8,209,208,174,85,5,105,249,100,Normal,2025-06-09T15:12:32.394903,61.139215
1749462152.448129,103354080,8,9,112,223,56,155,14,25,37,Normal,2025-06-09T15:12:32.448129,61.192441
1749462152.493942,406899487,8,158,130,16,93,113,172,190,201,Normal,2025-06-09T15:12:32.493942,61.238254
1749462152.543022,300308376,8,33,168,21,159,103,75,245,12,Normal,2025-06-09T15:12:32.543022,61.287334
1749462152.601469,254208099,8,87,1,116,89,227,37,19,218,Normal,2025-06-09T15:12:32.601469,61.345781
1749462152.649227,226447128,8,134,183,165,67,178,242,157,24,Normal,2025-06-09T15:12:32.649227,61.393539
1749462152.697872,462024610,8,166,140,3,123,139,63,234,222,Normal,2025-06-09T15:12:32.697872,61.442184
1749462152.744667,10211305,8,6,233,179,58,183,202,215,233,Normal,2025-06-09T15:12:32.744667,61.488979
1749462152.799074,178086182,8,140,25,195,235,250,39,190,50,Normal,2025-06-09T15:12:32.799074,61.543386
1749462152.839807,423638975,8,139,212,179,233,127,122,161,228,Normal,2025-06-09T15:12:32.839807,61.584119
1749462152.900694,428502617,8,135,134,234,253,83,133,252,167,Normal,2025-06-09T15:12:32.900694,61.645006
1749462152.951409,340464312,8,114,44,34,174,0,138,184,42,Normal,2025-06-09T15:12:32.951409,61.695721
1749462152.998869,96820501,8,121,63,149,188,202,16,247,186,Normal,2025-06-09T15:12:32.998869,61.743181
1749462153.047418,279750938,8,101,119,254,10,0,18,167,150,Normal,2025-06-09T15:12:33.047418,61.79173
1749462153.094276,236144475,8,93,5,188,51,104,85,232,234,Normal,2025-06-09T15:12:33.094276,61.838588
1749462153.152142,308795207,8,26,23,141,172,176,187,57,53,Normal,2025-06-09T15:12:33.152142,61.896454
1749462153.189577,228750508,8,255,34,26,43,209,149,174,98,Normal,2025-06-09T15:12:33.189577,61.933889
1749462153.241571,521817638,8,163,36,198,113,136,131,191,237,Normal,2025-06-09T15:12:33.241571,61.985883
1749462153.30076,270457403,8,231,254,62,82,235,145,69,210,Normal,2025-06-09T15:12:33.300760,62.045072
1749462153.348159,458149391,8,64,93,37,115,47,23,41,142,Normal,2025-06-09T15:12:33.348159,62.092471
1749462153.395269,267702235,8,215,203,31,26,33,55,44,95,Normal,2025-06-09T15:12:33.395269,62.139581
1749462153.451191,490250909,8,80,69,173,115,217,239,144,118,Normal,2025-06-09T15:12:33.451191,62.195503
1749462153.490725,74191879,8,205,50,84,75,171,38,17,115,Normal,2025-06-09T15:12:33.490725,62.235037
1749462153.538374,314818427,8,45,49,114,120,162,113,97,248,Normal,2025-06-09T15:12:33.538374,62.282686
1749462153.602345,19583018,8,249,47,248,187,130,24,41,236,Normal,2025-06-09T15:12:33.602345,62.346657
1749462153.650287,132646016,8,154,161,232,1,197,244,99,31,Normal,2025-06-09T15:12:33.650287,62.394599
1749462153.701446,281475616,8,40,151,53,102,183,116,216,77,Normal,2025-06-09T15:12:33.701446,62.445758
1749462153.745449,277456871,8,169,115,163,240,134,108,205,169,Normal,2025-06-09T15:12:33.745449,62.489761
1749462153.793831,471020849,8,47,213,113,48,155,195,243,242,Normal,2025-06-09T15:12:33.793831,62.538143
1749462153.851659,225876517,8,123,214,26,6,90,11,131,3,Normal,2025-06-09T15:12:33.851659,62.595971
1749462153.892413,285267242,8,103,157,214,115,93,235,64,248,Normal,2025-06-09T15:12:33.892413,62.636725
1749462153.95166,21963874,8,214,94,211,70,243,20,96,195,Normal,2025-06-09T15:12:33.951660,62.695972
1749462154.001202,463423895,8,1,160,150,104,167,219,14,227,Normal,2025-06-09T15:12:34.001202,62.745514
1749462154.046461,258135689,8,118,88,245,176,219,143,75,159,Normal,2025-06-09T15:12:34.046461,62.790773
1749462154.101061,460389516,8,200,173,213,47,204,25,245,49,Normal,2025-06-09T15:12:34.101061,62.845373
1749462154.151099,441720744,8,211,143,84,39,18,193,181,72,Normal,2025-06-09T15:12:34.151099,62.895411
1749462154.18845,266944158,8,230,194,231,109,181,82,76,141,Normal,2025-06-09T15:12:34.188450,62.932762
1749462154.250783,240368581,8,5,178,202,71,93,185,141,63,Normal,2025-06-09T15:12:34.250783,62.995095
1749462154.300574,309861505,8,150,158,233,115,68,43,64,182,Normal,2025-06-09T15:12:34.300574,63.044886
1749462154.346234,221635996,8,146,172,119,218,196,83,177,150,Normal,2025-06-09T15:12:34.346234,63.090546
1749462154.402324,80649086,8,59,113,248,133,67,89,191,209,Normal,2025-06-09T15:12:34.402324,63.146636
1749462154.445623,425538919,8,55,178,28,88,5,22,142,127,Normal,2025-06-09T15:12:34.445623,63.189935
1749462154.489061,352512355,8,12,116,71,43,67,34,140,25,Normal,2025-06-09T15:12:34.489061,63.233373
1749462154.540795,395890442,8,18,192,138,101,144,224,76,132,Normal,2025-06-09T15:12:34.540795,63.285107
1749462154.601392,17617160,8,59,111,254,180,166,248,238,45,Normal,2025-06-09T15:12:34.601392,63.345704
1749462154.648166,450970071,8,197,76,36,90,126,56,61,88,Normal,2025-06-09T15:12:34.648166,63.392478
1749462154.698171,290983179,8,55,142,40,21,238,215,31,213,Normal,2025-06-09T15:12:34.698171,63.442483
1749462154.743938,86940494,8,205,98,9,75,165,215,228,250,Normal,2025-06-09T15:12:34.743938,63.48825
1749462154.791832,231762223,8,91,235,231,201,204,156,113,187,Normal,2025-06-09T15:12:34.791832,63.536144
1749462154.850551,120349778,8,131,253,37,85,196,79,3,2,Normal,2025-06-09T15:12:34.850551,63.594863
1749462154.891528,387557233,8,15,140,28,150,13,155,209,246,Normal,2025-06-09T15:12:34.891528,63.63584
1749462154.951598,189593624,8,14,12,205,175,29,115,180,206,Normal,2025-06-09T15:12:34.951598,63.69591
1749462154.999398,103656185,8,39,74,40,225,141,174,31,164,Normal,2025-06-09T15:12:34.999398,63.74371
1749462155.050513,241309511,8,45,27,160,83,33,65,111,72,Normal,2025-06-09T15:12:35.050513,63.794825
1749462155.094684,299317442,8,56,24,191,60,11,67,15,202,Normal,2025-06-09T15:12:35.094684,63.838996
1749462155.150795,282368328,8,12,107,59,244,34,235,223,177,Normal,2025-06-09T15:12:35.150795,63.895107
1749462155.198321,96422682,8,177,97,11,47,227,211,9,48,Normal,2025-06-09T15:12:35.198321,63.942633
1749462155.238374,109860125,8,97,30,191,49,159,61,147,184,Normal,2025-06-09T15:12:35.238374,63.982686
1749462155.301538,129852772,8,90,213,116,133,162,130,191,182,Normal,2025-06-09T15:12:35.301538,64.04585
1749462155.349278,28798668,8,19,130,155,0,53,173,208,131,Normal,2025-06-09T15:12:35.349278,64.09359
1749462155.396931,437479684,8,140,123,72,47,140,169,201,94,Normal,2025-06-09T15:12:35.396931,64.141243
1749462155.444473,389680709,8,34,226,114,238,73,16,182,132,Normal,2025-06-09T15:12:35.444473,64.188785
1749462155.491963,320960794,8,183,21,126,200,88,158,3,207,Normal,2025-06-09T15:12:35.491963,64.236275
1749462155.539842,415694312,8,18,39,39,8,73,229,189,216,Normal,2025-06-09T15:12:35.539842,64.284154
1749462155.587352,31335413,8,188,113,100,166,161,237,17,30,Normal,2025-06-09T15:12:35.587352,64.331664
1749462155.65111,375377301,8,214,197,95,108,180,181,3,253,Normal,2025-06-09T15:12:35.651110,64.395422
1749462155.699212,116663134,8,158,62,88,115,49,53,122,253,Normal,2025-06-09T15:12:35.699212,64.443524
1749462155.747243,464699539,8,124,19,218,153,44,75,14,137,Normal,2025-06-09T15:12:35.747243,64.491555
1749462155.795707,130430099,8,255,127,170,107,73,221,126,193,Normal,2025-06-09T15:12:35.795707,64.540019
1749462155.843699,249454888,8,88,66,138,102,214,241,76,96,Normal,2025-06-09T15:12:35.843699,64.588011
1749462155.89717,370809278,8,229,117,151,134,251,179,213,202,Normal,2025-06-09T15:12:35.897170,64.641482
1749462155.949057,305632121,8,25,229,159,106,212,188,213,245,Normal,2025-06-09T15:12:35.949057,64.693369
1749462155.987269,304045175,8,169,94,91,44,62,109,220,134,Normal,2025-06-09T15:12:35.987269,64.731581
1749462156.051138,116270426,8,193,208,124,28,242,56,198,133,Normal,2025-06-09T15:12:36.051138,64.79545
1749462156.10168,9476046,8,216,167,94,242,164,111,199,149,Normal,2025-06-09T15:12:36.101680,64.845992
1749462156.146723,321879262,8,218,227,126,58,114,102,213,43,Normal,2025-06-09T15:12:36.146723,64.891035
1749462156.198226,274130554,8,143,209,92,136,235,222,65,73,Normal,2025-06-09T15:12:36.198226,64.942538
1749462156.251876,389640812,8,29,151,124,251,191,130,181,23,Normal,2025-06-09T15:12:36.251876,64.996188
1749462156.30087,236579837,8,15,22,143,104,255,78,158,178,Normal,2025-06-09T15:12:36.300870,65.045182
1749462156.349718,392213912,8,204,224,235,161,68,242,220,3,Normal,2025-06-09T15:12:36.349718,65.09403
1749462156.397767,301313108,8,39,26,213,8,100,54,204,180,Normal,2025-06-09T15:12:36.397767,65.142079
1749462156.444713,421831797,8,83,233,166,19,102,10,139,200,Normal,2025-06-09T15:12:36.444713,65.189025
1749462156.501524,490741882,8,21,227,9,186,54,200,113,151,Normal,2025-06-09T15:12:36.501524,65.245836
1749462156.551113,119873905,8,234,8,88,205,245,126,43,98,Normal,2025-06-09T15:12:36.551113,65.295425
1749462156.59433,31893066,8,40,116,101,183,233,246,38,183,Normal,2025-06-09T15:12:36.594330,65.338642
1749462156.650665,300020787,8,65,209,202,164,104,174,244,223,Normal,2025-06-09T15:12:36.650665,65.394977
1749462156.698343,413081163,8,170,101,167,161,226,250,203,49,Normal,2025-06-09T15:12:36.698343,65.442655
1749462156.751854,293898722,8,102,51,48,243,142,142,41,124,Normal,2025-06-09T15:12:36.751854,65.496166
1749462156.793662,42176529,8,48,29,108,230,139,84,91,103,Normal,2025-06-09T15:12:36.793662,65.537974
1749462156.841647,237950302,8,209,144,251,28,12,99,146,17,Normal,2025-06-09T15:12:36.841647,65.585959
1749462156.899333,383600510,8,230,36,114,100,241,141,232,16,Normal,2025-06-09T15:12:36.899333,65.643645
1749462156.941931,522695350,8,101,135,179,23,187,105,100,204,Normal,2025-06-09T15:12:36.941931,65.686243
1749462157.00135,120918045,8,239,5,214,138,91,73,149,88,Normal,2025-06-09T15:12:37.001350,65.745662
1749462157.050666,339803904,8,228,188,11,106,249,42,11,21,Normal,2025-06-09T15:12:37.050666,65.794978
1749462157.101567,523313895,8,192,226,246,191,10,76,40,10,Normal,2025-06-09T15:12:37.101567,65.845879
